
0.1890,-0.2106,0.7173
0.1795,-0.1938,0.7460
0.1914,-0.2201,0.7890
0.1890,-0.2345,0.7771
0.1819,-0.2106,0.7747
0.1771,-0.2297,0.7819
0.2034,-0.1819,0.7699
0.1938,-0.1842,0.7699
0.1914,-0.1938,0.7795
0.1771,-0.2034,0.7579
0.1699,-0.1866,0.7771
0.1986,-0.2106,0.7843
0.1795,-0.1962,0.7819
0.2130,-0.1866,0.7579
0.1842,-0.1842,0.7651
-0.2560,-1.1725,0.7771
0.1842,0.1077,0.8010
0.8112,0.8351,0.7938
0.1819,-0.2393,0.8082
0.1795,-0.2154,0.7986
0.1890,-0.1771,0.7723
0.1699,-0.1986,0.7651
0.1675,-0.2441,0.8082
0.1962,-0.1914,0.7292
0.1962,-0.2010,0.7890
0.1842,-0.2010,0.7914
0.1890,-0.2010,0.7843
0.1962,-0.2010,0.7699
0.1866,-0.2034,0.7723
0.1842,-0.2249,0.7747
0.1962,-0.2058,0.7747
0.1651,-0.2106,0.7436
0.1579,-0.2369,0.7579
0.1771,-0.2106,0.7627
0.1890,-0.2321,0.7866
0.2034,-0.2058,0.7843
0.1771,-0.2106,0.7819
0.1795,-0.2201,0.7771
0.1866,-0.2082,0.7843
0.1866,-0.1986,0.7651
0.1938,-0.2273,0.7436
0.1819,-0.2154,0.7747
0.1771,-0.2393,0.7890
0.1771,-0.2249,0.7843
0.1699,-0.1914,0.7508
0.1819,-0.1914,0.7843
0.1651,-0.2249,0.7771
0.1795,-0.2225,0.7914
0.1938,-0.1962,0.7819
0.1962,-0.2130,0.7747
0.1914,-0.1962,0.7723
0.2010,-0.2034,0.7747
0.1962,-0.2321,0.8058
0.1699,-0.2010,0.7747
0.1819,-0.2177,0.7651
0.1651,-0.1842,0.7627
0.1819,-0.2177,0.7843
0.1890,-0.2177,0.7843
0.1938,-0.2369,0.7484
0.1747,-0.2201,0.7819
0.1747,-0.2345,0.7699
0.2010,-0.2249,0.7866
0.1890,-0.2273,0.7795
0.1938,-0.2106,0.7771
0.1675,-0.2082,0.7747
0.2082,-0.2249,0.7843
0.1723,-0.2321,0.7723
0.1747,-0.2225,0.7914
0.1986,-0.1938,0.7412
0.0526,0.5503,0.7484
0.0479,-0.4283,0.7986
0.5958,-0.5838,0.7819
0.2800,0.5121,0.7866
0.1890,-0.7490,0.7795
0.3254,-0.5551,0.7890
0.1484,-0.4020,0.7627
0.1771,-0.2680,0.7723
0.1699,-0.2297,0.7412
0.1579,-0.2584,0.7866
0.1771,-0.3039,0.7723
0.2082,-0.3494,0.7460
0.1364,-0.2776,0.7723
0.1651,-0.2130,0.8225
0.1819,-0.2082,0.8273
0.1460,0.0550,0.8201
0.1675,-0.3565,0.8249
0.1819,-0.2824,0.7508
0.1962,-0.4786,0.7101
0.2130,-0.5838,0.7651
0.0407,-0.2800,0.8536
0.1196,-0.2752,0.8513
0.1149,-0.2082,0.8441
0.4355,-0.3350,0.7173
0.3015,-0.5527,0.7508
0.1005,-0.5958,0.7723
0.1699,-0.3924,0.7890
0.1603,-0.2728,0.8513
0.1388,-0.3876,0.8273
0.1819,0.2082,0.7771
0.2776,-0.1627,0.8297
0.2154,-0.3613,0.8369
-0.0837,-0.3829,0.7819
0.2704,0.0431,0.6431
0.0263,0.1723,0.8058
-0.0742,0.2297,0.8154
-0.1819,0.6915,0.7244
-0.3350,0.6556,0.7244
-0.7729,0.9619,0.9637
-0.9117,1.1486,0.8943
-0.9763,1.2514,0.7053
-0.1053,0.5216,0.8082
-0.4810,0.3589,1.1025
-0.1196,1.0935,0.6670
0.7083,0.6748,1.1886
0.7681,-0.1029,0.8345
-0.6102,-0.4379,1.0211
0.8566,-0.5671,0.7412
0.9069,-0.4546,1.0451
-0.0598,-0.1220,0.6335
-0.3613,0.1436,1.0834
0.5575,0.1914,0.4588
-0.0885,0.0550,0.4277
0.0885,0.0837,0.5880
0.1484,-0.1436,0.6981
0.7848,-0.2010,0.6096
0.2536,-0.2369,0.7508
-0.3948,-0.2489,0.9637
0.9452,-0.2441,1.1240
0.5934,-0.4140,0.9781
0.0718,-0.3015,0.3823
0.4116,-0.4020,0.6574
0.9523,-1.2275,0.7771
0.8877,-1.6630,0.4923
0.6843,-1.7420,0.5928
0.8566,-2.2732,0.8871
0.3302,-2.7948,0.2291
0.6150,-3.3069,0.8728
0.9954,-3.1322,0.7412
0.0072,-3.0317,0.7173
0.1747,-0.8566,0.9039
0.5025,-3.0006,0.7316
0.5647,-2.7350,0.7938
0.9715,-2.4168,0.7962
0.8016,-1.6152,0.4995
-0.3302,-1.5194,0.7268
0.4044,-1.7396,0.6526
0.5145,-1.7300,0.6838
0.2752,-0.9978,0.6024
0.3733,-0.7298,0.7675
0.0120,-1.2203,0.8608
