10:43:51.568,-0.1627,0.3733,9.7914
10:43:51.570,-0.1579,0.3972,9.8010
10:43:51.620,-0.1484,0.3685,9.7914
10:43:51.671,-0.1819,0.3924,9.8201
10:43:51.721,-0.1484,0.4020,9.7962
10:43:51.772,-0.1723,0.3829,9.8058
10:43:51.822,-0.1579,0.3829,9.7866
10:43:51.873,-0.1531,0.3829,9.8106
10:43:51.924,-0.1579,0.4116,9.8010
10:43:51.974,-0.1675,0.3972,9.8010
10:43:52.025,-0.1484,0.3685,9.8010
10:43:52.075,-0.1579,0.3302,9.8345
10:43:52.126,-0.1675,0.3924,9.7962
10:43:52.177,-0.1675,0.3637,9.7866
10:43:52.227,-0.1675,0.3589,9.7962
10:43:52.278,-0.1723,0.3924,9.8297
10:43:52.329,-0.1340,0.3781,9.8201
10:43:52.379,-0.1627,0.3829,9.8058
10:43:52.430,-0.1388,0.3972,9.8632
10:43:52.480,-0.1531,0.3876,9.7914
10:43:52.531,-0.1531,0.3876,9.7819
10:43:52.582,-0.1627,0.3685,9.8249
10:43:52.632,-0.1627,0.3876,9.8297
10:43:52.683,-0.1436,0.3972,9.8106
10:43:52.734,-0.1436,0.3924,9.8345
10:43:52.784,-0.2058,0.3637,9.8106
10:43:52.835,-0.1292,0.4116,9.7962
10:43:52.885,-0.1436,0.3924,9.7675
10:43:52.936,-0.2058,0.3781,9.8106
10:43:52.987,-0.1484,0.3829,9.7962
10:43:53.037,-0.1531,0.4116,9.8201
10:43:53.088,-0.1723,0.3637,9.7914
10:43:53.139,-0.1675,0.3924,9.8058
10:43:53.189,-0.1627,0.3446,9.8010
10:43:53.240,-0.1579,0.4020,9.8249
10:43:53.290,-0.1484,0.4068,9.8489
10:43:53.341,-0.1627,0.3541,9.8154
10:43:53.392,-0.1675,0.3829,9.8106
10:43:53.442,-0.1196,0.3924,9.8058
10:43:53.493,-0.1579,0.3733,9.7914
10:43:53.544,-0.1771,0.3829,9.8297
10:43:53.594,-0.1579,0.4068,9.8106
10:43:53.645,-0.1436,0.3733,9.8297
10:43:53.695,-0.1579,0.4116,9.8010
10:43:53.746,-0.1675,0.3876,9.8201
10:43:53.797,-0.1484,0.4068,9.8058
10:43:53.847,-0.1627,0.4020,9.7819
10:43:53.898,-0.1675,0.3972,9.7914
10:43:53.949,-0.1723,0.3829,9.8249
10:43:53.999,-0.1484,0.3781,9.7866
10:43:54.050,-0.1531,0.4259,9.8201
10:43:54.100,-0.1292,0.3972,9.8345
10:43:54.151,-0.1436,0.3781,9.7819
10:43:54.202,-0.1962,0.3924,9.8010
10:43:54.252,-0.1675,0.3781,9.7914
10:43:54.303,-0.1244,0.3637,9.8249
10:43:54.353,-0.1675,0.3876,9.8154
10:43:54.404,-0.1675,0.3637,9.8106
10:43:54.455,-0.1388,0.3781,9.7962
10:43:54.505,-0.1627,0.3781,9.8010
